class,redshift,redshift_err,green_mag,green_err,green_ext,red_mag,red_err,red_ext
GALAXY,0.0001248902,1.41673e-05,20.16208,0.1166934,0.3004452,18.033089999999998,0.02601042,0.2078466
GALAXY,0.33833159999999995,6.336615e-05,21.6942,0.09347337,0.06979821,20.270570000000003,0.04571748,0.04828608
GALAXY,0.1361383,3.131103e-05,18.49032,0.009708995,0.08000606,17.3995,0.006086664,0.05534782
GALAXY,0.4974182,0.0002183615,21.72578,0.1101008,0.08495239999999998,20.13439,0.04294223,0.05876968
GALAXY,0.6377172,0.0001572026,22.11908,0.1800108,0.1143296,20.66385,0.06859370000000001,0.07909271
GALAXY,0.08434325,1.5779079999999998e-05,17.05594,0.00517865,0.18769829999999998,16.25369,0.004088416,0.12984890000000002
GALAXY,0.3366653,6.219296999999999e-05,20.07304,0.02710969,0.2909482,18.32474,0.01023723,0.2012766
GALAXY,0.11456889999999999,1.2969360000000002e-05,17.787020000000002,0.007784328,0.1503025,17.21274,0.006769376999999999,0.1039786
QSO,1.986327,0.0006810107,20.97149,0.03332785,0.06156075,21.05395,0.04674793,0.04258744
GALAXY,0.05454674,1.594372e-05,17.87432,0.008123641,0.3110195,17.21292,0.00769828,0.2151618
QSO,1.01739,0.00023060470000000003,18.43328,0.007165726,0.1498764,18.063760000000002,0.006917328,0.10368379999999999
GALAXY,0.22847870000000003,5.940873000000001e-05,20.990660000000002,0.04790253,0.2333436,19.524420000000003,0.02125105,0.161426
GALAXY,0.3983526,8.892341999999999e-05,20.92955,0.06638467,0.3528075,19.51805,0.03132073,0.24407060000000003
QSO,3.102721,0.0003752283,21.34668,0.04752468,0.09196661,21.08248,0.05692748,0.06362207
GALAXY,0.49135969999999995,0.0001247085,21.9887,0.11838010000000002,0.08599371,20.47167,0.04791559,0.05949005
GALAXY,0.5080368,0.00014675930000000002,22.68001,0.229294,0.1673068,20.61328,0.05590752,0.1157421
GALAXY,0.799941,0.00023703150000000002,23.962329999999998,0.7788063000000001,0.09798631,21.624129999999997,0.17336379999999998,0.06778648
GALAXY,0.11337660000000001,2.3081010000000002e-05,18.57655,0.009233317,0.09150098,17.5429,0.006204536,0.06329995
GALAXY,0.2772619,1.39367e-05,22.09122,0.08747839,0.1192608,21.52685,0.08010332,0.08250407
QSO,1.9962349999999998,0.0002515579,20.59937,0.02662929,0.14657320000000001,20.74229,0.04166275,0.1013986
QSO,0.8813196,0.0002478874,18.51914,0.007229251999999999,0.07428648,18.48051,0.008201616,0.05139104
GALAXY,0.148312,6.307538e-06,18.65269,0.009343528,0.03721944,18.27437,0.009479935,0.02574824
GALAXY,0.322641,6.890208e-05,20.04974,0.04130313,0.04557097,18.41221,0.01558266,0.03152578
GALAXY,0.45557840000000005,8.283465e-05,21.53304,0.10485810000000001,0.1872575,19.58577,0.02888385,0.1295439
QSO,0.4868797,8.01287e-05,16.39967,0.0034651609999999996,0.13803959999999998,16.51106,0.003816953,0.09549514
